node_id,distance_to_node,time,ego_id,foe_id,min_ttc,max_drac,pet
cluster_13298740740_664446558,8.400686890385633e-05,211.5,84,225,1.15,3.32,
cluster_1177211838_13300645525_13300645528,0.00010640821253049897,236.0,344,293,1.27,2.9,
cluster_1177211838_13300645525_13300645528,1.0739288261742679e-05,236.5,344,334,2.92,0.42,
cluster_1177211304_1177211692,0.0002694910683595934,117.5,151,169,1.54,0.89,
cluster_1177211304_1177211692,0.0003000851608495272,141.0,151,174,2.46,1.31,
cluster_1177212073_13300645524_664471560,0.00018852552918598492,22.0,23,38,1.17,2.5,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,88.0,23,116,1.21,3.81,
cluster_1177212073_13300645524_664471560,0.00018852552918598492,89.5,23,148,2.29,1.78,
cluster_10279701142_664471710,0.00030361964320290666,152.5,23,56,2.16,2.02,
cluster_10279701142_664471710,0.00027510499814592044,178.0,23,200,1.16,3.27,
cluster_10279701142_664471710,0.00021368235170196004,178.5,23,216,2.04,2.21,
cluster_10279701142_664471710,0.0001528176698194904,179.5,23,185,2.83,1.67,
cluster_10279701142_664471710,0.0003027742719744524,194.0,23,308,2.73,1.96,
cluster_10279701142_664471710,0.00026927467819008835,214.5,23,301,2.94,1.71,
cluster_1177212073_13300645524_664471560,0.00018852552918598492,22.0,38,23,1.17,2.5,
cluster_13298740740_664446558,8.400686890385633e-05,213.0,84,231,2.17,2.23,
cluster_10279701142_664471710,0.0004083647411949146,211.0,308,301,1.07,3.39,
cluster_10279701142_664471710,0.0004083647411949146,214.0,308,309,1.94,2.02,
cluster_10279701142_664471710,8.607006561742001e-05,229.5,308,325,1.42,1.67,2.29
cluster_10279701142_664471710,0.00025433641728384645,240.0,308,299,2.68,1.88,
1177212157,8.294051232062833e-05,238.0,335,326,1.21,3.65,
cluster_1177211838_13300645525_13300645528,9.040382152757964e-05,220.5,314,334,1.29,2.33,
cluster_1177212073_13300645524_664471560,0.00014280732914767556,221.0,314,335,2.2,1.77,
cluster_10279701142_664471710,0.00034350418556096786,33.0,38,56,1.41,1.86,
cluster_1177212073_13300645524_664471560,0.00022672665192410214,88.0,38,148,1.47,1.52,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,92.0,38,116,1.87,2.16,
cluster_10279701142_664471710,0.00027510499814592044,181.0,38,200,2.18,2.23,
cluster_10279701142_664471710,0.00021368235170196004,181.5,38,216,2.99,1.8,
cluster_10279701142_664471710,0.0003421221637327562,193.5,38,308,2.29,2.27,
cluster_10279701142_664471710,0.00030775889831368563,214.5,38,301,2.54,1.98,
cluster_10279701142_664471710,0.00034350418556096786,98.0,56,38,1.41,1.86,
cluster_1177212073_13300645524_664471560,0.00013414391658935341,110.5,56,180,1.62,2.54,
1177211785,9.785040141276107e-05,129.0,56,165,1.71,3.15,
cluster_10279701142_664471710,0.00030361964320290666,175.5,56,23,2.16,2.02,
cluster_10279701142_664471710,0.00027510499814592044,184.5,56,200,2.66,1.84,
cluster_10279701142_664471710,0.00040337387388007995,191.0,56,308,1.28,3.04,
cluster_10279701142_664471710,0.00036982843952624314,213.5,56,301,1.89,2.66,
cluster_10279701142_664471710,0.00036982843952624314,216.0,56,309,2.61,1.76,
cluster_10281958922_663940594,0.00019901738115904306,83.0,131,136,0.99,1.35,
13300645529,0.00014324130282994334,88.5,131,122,1.41,2.25,
13300645529,0.00014420746325168016,110.0,131,116,2.09,2.71,
1177212096,0.00018662282504218488,226.5,131,122,1.25,2.81,
1177212096,0.00018662282504218488,228.0,131,116,2.51,1.72,
1189036584,2.704640616836923e-05,257.0,72,320,2.26,0.13,1.38
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.0002950167851847076,163.0,86,155,1.12,2.65,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00019725959096935934,166.5,86,223,2.44,2.03,
1177160864,4.086751896147213e-05,238.5,348,376,2.56,1.6,
1190128320,1.2995452321157609e-05,254.0,398,411,1.81,3.77,
cluster_10281958922_663940594,0.00019901738115904306,83.0,136,131,0.99,1.35,
13300645529,0.0001711189941057833,109.5,136,116,2.53,2.52,
cluster_10281958922_663940594,0.00019901738115904306,227.0,136,122,1.84,2.39,
cluster_10281958922_663940594,0.00019901738115904306,228.5,136,116,2.96,1.58,
1189036584,2.704640616836923e-05,256.5,320,72,2.26,0.13,1.38
1177160399,6.938305102765993e-05,251.0,392,280,1.98,2.27,
1177211785,0.00012713644392900266,236.5,395,293,0.94,2.31,
1177161219,5.324993540900527e-06,258.0,103,255,,3.56,1.2
cluster_10279701142_664471710,0.00024935864419654244,151.0,216,200,2.82,1.71,
cluster_10279701142_664471710,0.00019108094458935977,159.0,216,185,1.65,2.55,
cluster_10279701142_664471710,0.00016270771232772943,159.5,216,134,2.11,2.24,
cluster_10279701142_664471710,0.00012459178333715142,159.5,216,98,2.73,1.93,
cluster_10279701142_664471710,0.00021368235170196004,178.5,216,23,2.04,2.21,
cluster_10279701142_664471710,0.00021368235170196004,181.5,216,38,2.99,1.8,
cluster_10279701142_664471710,0.00043970102428649477,185.0,301,309,1.15,2.53,
cluster_10279701142_664471710,0.0004083647411949146,211.0,301,308,1.07,3.39,
cluster_10279701142_664471710,0.00036982843952624314,213.5,301,56,1.89,2.66,
cluster_10279701142_664471710,0.00026927467819008835,214.5,301,23,2.94,1.71,
cluster_10279701142_664471710,0.00030775889831368563,214.5,301,38,2.54,1.98,
1177160399,6.938305102765993e-05,253.0,392,276,2.7,1.71,
1190128320,1.2995452321157609e-05,254.0,411,398,1.81,3.77,7.35
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.0002957675719337423,167.0,86,159,2.34,1.89,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00029360536708060073,174.5,86,269,2.85,2.04,
cluster_13298740740_664446558,9.516579088573399e-05,126.5,159,155,1.15,4.17,
cluster_10279761592_11942000229_11942000233_663943274,0.00021047092000342127,162.5,188,113,1.32,2.85,
cluster_10279761592_11942000229_11942000233_663943274,0.00015348537542009865,163.0,188,103,2.27,2.21,
cluster_10279761592_11942000229_11942000233_663943274,0.00018151058139601717,163.0,188,153,1.9,2.49,
cluster_10279761592_11942000229_11942000233_663943274,0.0001247070304955857,163.5,188,88,2.65,1.98,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00032191755337427806,162.0,269,155,2.18,1.11,
1190128320,1.2995452321157609e-05,259.0,398,266,,0.31,1.13
cluster_10279701142_664471710,8.597556241775281e-05,235.0,330,301,0.0,0.92,0.0
cluster_10279701142_664471710,9.67166155346856e-05,257.0,420,301,0.0,0.0,0.0
1177161219,7.944842725398382e-05,222.0,201,255,1.6,1.46,
1177161219,0.00013304615076633992,234.0,201,185,1.89,1.29,
13300645529,0.00010822241403195703,75.5,116,122,1.31,2.84,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,88.0,116,23,1.21,3.81,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,92.0,116,38,1.87,2.16,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,95.0,116,148,2.65,1.53,
13300645529,0.00014420746325168016,110.0,116,131,2.09,2.71,
13300645529,0.0001711189941057833,110.0,116,136,2.53,2.52,
cluster_10917990606_663844223,6.008882388185018e-05,132.5,116,190,2.24,1.98,
13300645529,0.00010822241403195703,75.5,122,116,1.31,2.84,
13300645529,0.0001701469615440011,83.0,122,136,2.1,2.05,
13300645529,0.00014324130282994334,86.5,122,131,1.41,2.25,
1177212157,0.00016443037764242663,104.0,122,92,2.94,1.87,
cluster_10917990606_663844223,6.008882388185018e-05,132.5,122,190,2.51,2.52,
1177161219,0.00013304615076633992,235.0,185,201,1.89,1.29,
cluster_10281958932_663804338,0.00011723250105891264,267.5,222,297,1.86,3.22,
1177161219,7.944842725398382e-05,206.5,255,201,1.6,1.46,
13300645526,0.00014582586227313455,255.5,326,37,1.53,2.28,
13300645526,0.00012004556586058499,256.0,326,30,2.19,2.47,
1177161483,0.00024620668073911754,235.5,389,75,1.36,0.9,
1177161483,0.0002137959408144055,238.0,389,264,2.3,1.06,
cluster_5424222000_664446587,8.469705221756199e-05,238.0,340,36,2.25,1.52,
cluster_13908994425_13908994429_13908994430,0.00011913013108508247,153.0,122,190,2.41,2.33,
cluster_13908994425_13908994429_13908994430,0.00011913013108508247,160.0,122,233,2.65,2.54,
1177212096,0.00018662282504218488,226.5,122,131,1.25,2.81,
cluster_10281958922_663940594,0.00019901738115904306,227.0,122,136,1.84,2.39,
cluster_13908994425_13908994429_13908994430,0.00017510984582827047,152.0,190,116,1.37,3.02,
cluster_13908994425_13908994429_13908994430,0.00011913013108508247,153.0,190,122,2.41,2.33,
cluster_10279701142_664471710,0.00043970102428649477,185.0,309,301,1.15,2.53,
cluster_10279701142_664471710,0.0004083647411949146,214.0,309,308,1.94,2.02,
cluster_10279701142_664471710,0.00036982843952624314,216.0,309,56,2.61,1.76,
13300645526,0.00018270318164318198,262.0,344,326,2.56,2.21,
6469564795,2.3995326782911355e-05,262.5,397,356,,2.6,1.97
cluster_10279761592_11942000229_11942000233_663943274,0.0002823750793388536,168.5,177,172,1.29,2.85,
cluster_13298740740_664446558,9.610295265545074e-05,204.0,127,130,1.47,3.21,
cluster_13298740740_664446558,9.516579088573399e-05,215.5,127,290,2.44,2.84,
1177161483,0.0002686002670924127,255.5,127,389,0.94,3.89,
1177161483,0.0002106376394398362,256.0,127,264,2.07,3.38,
1177161483,0.0002392938931605924,256.0,127,75,1.69,3.62,
1177161483,0.00017153141838152546,256.5,127,258,2.4,2.94,
1177161483,0.0001323918636235762,256.5,127,275,2.73,2.68,
1177161483,0.00010494040058267115,256.5,127,283,2.98,2.52,
1189036615,0.00023999443946098322,259.5,127,290,2.93,1.53,
cluster_13298740740_664446558,9.610295265545074e-05,204.0,130,127,1.47,3.21,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,8.411902004851337e-05,245.5,168,126,2.31,2.72,
cluster_10281965682_663944134,0.00012309930443796385,242.0,199,338,1.07,2.73,
cluster_10281958932_663804338,0.00011723250105891264,267.5,297,222,1.86,3.22,
cluster_1177161169_664472775,0.00016114688460053866,217.5,354,313,1.45,2.0,
6469564795,2.3995326782911355e-05,264.0,356,397,,2.6,1.97
1177161483,0.0002686002670924127,255.5,389,127,0.94,3.89,
1177161219,7.944842725398382e-05,239.5,185,255,2.61,1.66,
1177161219,7.944842725398382e-05,239.5,255,185,2.61,1.66,
1177161219,5.324993540900527e-06,258.0,255,103,,3.56,1.2
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002527868846278348,102.0,94,140,1.39,2.59,
1177161219,0.00010200880055214587,127.0,94,26,1.15,2.85,
1177161219,0.00013499092425073756,147.0,94,0,2.76,2.77,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002527868846278348,201.5,94,281,2.08,2.74,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002527868846278348,206.5,94,332,2.72,1.84,
cluster_664446535_8507351665_8507351666,9.49046075035963e-06,240.5,94,224,2.03,1.16,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002527868846278348,102.0,140,94,1.39,2.59,
1177161219,0.00010200880055214587,128.5,140,26,2.47,1.94,
1177161219,0.00020072495266307465,146.5,140,0,1.96,3.25,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00030831216622467073,201.0,140,281,1.08,3.77,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00030831216622467073,206.0,140,332,1.9,2.35,
cluster_10279701142_664471710,0.00014012227353787167,246.5,288,330,1.23,2.96,
cluster_10279701142_664471710,0.0002850672191742983,236.5,301,299,2.07,2.09,
cluster_10279701142_664471710,8.597556241775281e-05,242.0,301,330,0.0,0.92,0.0
cluster_10279701142_664471710,0.00014012227353787167,246.5,330,288,1.23,2.96,
1177160471,2.4689061570231515e-05,267.5,370,192,1.85,1.93,0.83
cluster_13908994425_13908994429_13908994430,0.00017510984582827047,152.0,116,190,1.37,3.02,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00010620354172826793,245.5,168,139,1.92,2.97,
cluster_10279761592_11942000229_11942000233_663943274,0.0002823750793388536,168.0,172,177,1.29,2.85,
cluster_10279761592_11942000229_11942000233_663943274,0.0002855049712556176,168.5,184,177,1.24,2.45,
cluster_10279701142_664471710,8.597556241775281e-05,257.0,301,420,0.0,0.0,0.0
cluster_13298740740_664446558,0.00015813400441300492,215.0,290,130,1.3,3.24,
cluster_13298740740_664446558,9.516579088573399e-05,215.5,290,127,2.44,2.84,
cluster_13298740740_664446558,0.00022075431392392752,226.5,290,124,1.35,3.12,
1189036615,0.00023999443946098322,259.5,290,127,2.93,1.53,
cluster_10279701142_664471710,0.00032133444892791345,236.5,309,299,1.4,2.26,
cluster_10279701142_664471710,0.0002928065920256848,243.0,309,311,2.52,1.76,
cluster_1177161169_664472775,0.00016114688460053866,217.5,313,354,1.45,2.0,
cluster_1177161169_664472775,0.00013426819294682255,232.0,313,270,0.93,3.8,
cluster_1177161169_664472775,7.815851511530162e-05,233.0,313,267,2.19,3.1,
13300645526,0.00018270318164318198,262.0,326,344,2.56,2.21,
664472699,4.2112382595158814e-05,242.0,341,250,1.73,1.68,
1177160864,0.00011343896312340532,245.0,376,250,1.39,3.14,
1177160864,0.00011343896312340532,250.0,376,391,2.29,3.04,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00013254714750415527,245.5,168,89,1.15,3.27,
cluster_10279761592_11942000229_11942000233_663943274,0.0003262193004905684,181.5,215,184,1.13,2.65,
cluster_10281965682_663944134,0.00012309930443796385,242.0,338,199,1.07,2.73,
cluster_13298740740_664446558,0.00015813400441300492,215.0,130,290,1.3,3.24,
cluster_13298740740_664446558,0.00015813400441300492,227.0,130,124,2.3,2.54,
1177161483,0.0002686002670924127,258.5,130,389,2.09,2.53,
cluster_13298740740_664446558,9.516579088573399e-05,126.5,155,159,1.15,4.17,
cluster_13298740740_664446558,8.978204352878113e-05,137.0,155,150,2.91,2.56,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00032191755337427806,162.0,155,269,2.18,1.11,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.0002950167851847076,163.0,155,86,1.12,2.65,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.0002343331042374713,165.5,155,58,2.19,2.47,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00032191755337427806,167.5,155,150,2.77,1.64,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00019725959096935934,171.0,155,223,2.63,2.33,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00029003271295574643,189.0,155,259,2.85,1.88,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00028928432641851066,212.0,155,53,2.85,2.26,
1177161483,0.0002686002670924127,258.5,389,130,2.09,2.53,
cluster_1177161169_664472775,0.00021449916016624983,248.0,192,322,2.41,2.45,
1177160471,2.4689061570231515e-05,266.0,192,370,1.85,1.93,0.83
cluster_1177161169_664472775,0.00016028458490014802,240.5,313,322,2.01,2.61,
cluster_1177161169_664472775,0.00019755135080985647,230.0,354,322,1.22,2.88,
cluster_1177161169_664472775,0.00013426819294682255,234.5,354,270,1.94,2.43,
cluster_1177161169_664472775,7.815851511530162e-05,236.0,354,267,2.85,2.07,
cluster_10279761592_11942000229_11942000233_663943274,0.0002855049712556176,168.5,177,184,1.24,2.45,
cluster_10279761592_11942000229_11942000233_663943274,0.00024348904427489102,178.5,177,188,2.05,2.54,
1177211785,0.00012619394719018938,254.5,293,169,1.17,3.41,
1177161612,6.364615465422337e-05,268.5,385,446,1.38,6.09,
1177161612,6.364615465422337e-05,267.5,446,385,1.38,6.09,
cluster_10279761592_11942000229_11942000233_663943274,0.0003262193004905684,181.5,184,215,1.13,2.65,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,6.577880073989295e-05,270.0,200,425,2.97,0.84,2.61
cluster_664446535_8507351665_8507351666,0.00010303391692855376,218.0,242,224,1.27,3.28,
cluster_664446535_8507351665_8507351666,5.05654552853299e-06,218.5,242,225,2.8,0.61,
cluster_664446535_8507351665_8507351666,0.00014249252264428931,224.0,242,208,1.23,3.05,
cluster_664446535_8507351665_8507351666,0.00014249252264428931,229.0,242,204,2.07,2.6,
cluster_664446535_8507351665_8507351666,0.00014249252264428931,231.5,242,352,2.82,2.0,
cluster_10279761592_11942000229_11942000233_663943274,0.00035127761033635913,206.5,254,215,1.2,2.77,
1177160691,6.631194717834506e-05,270.5,385,445,2.82,1.59,
cluster_10279761592_11942000229_11942000233_663943274,0.00039069895365283637,219.0,256,254,1.29,2.86,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00012100885515726135,256.0,428,317,1.21,2.81,
1177160691,6.631194717834506e-05,270.5,445,385,2.82,1.59,
cluster_13908994425_13908994429_13908994430,0.00023362429438730618,159.0,190,233,1.0,3.86,
cluster_1177161169_664472775,0.00019755135080985647,230.0,322,354,1.22,2.88,
cluster_1177161169_664472775,0.00016028458490014802,240.5,322,313,2.01,2.61,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002950336959495466,245.0,74,409,2.63,0.89,
cluster_10917990606_663844223,0.00013007979982156994,247.5,388,339,1.36,3.15,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002950336959495466,245.0,409,74,2.63,0.89,
cluster_664446535_8507351665_8507351666,0.00010303391692855376,218.0,224,242,1.27,3.28,
cluster_664446535_8507351665_8507351666,0.00010303391692855376,224.5,224,208,2.03,2.63,
cluster_664446535_8507351665_8507351666,0.00010303391692855376,229.5,224,204,2.6,2.33,
cluster_664446535_8507351665_8507351666,9.49046075035963e-06,240.5,224,94,2.03,1.16,6.59
1177160684,0.00010966912244709262,259.0,381,361,2.65,1.1,
cluster_13908994425_13908994429_13908994430,0.00026046809552974967,141.5,233,232,1.18,2.83,
cluster_13908994425_13908994429_13908994430,0.00023362429438730618,159.0,233,190,1.0,3.86,
cluster_13908994425_13908994429_13908994430,0.00017510984582827047,159.5,233,116,2.04,3.04,
cluster_13908994425_13908994429_13908994430,0.00011913013108508247,160.0,233,122,2.65,2.54,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00021057589809081153,272.5,342,436,1.21,2.46,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00015223691654005003,274.0,342,131,2.37,1.66,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00026492676045492534,275.5,342,122,2.55,1.56,
1177161549,6.846807797006852e-05,273.0,103,439,2.96,2.72,
cluster_13908994425_13908994429_13908994430,0.00017510984582827047,159.5,116,233,2.04,3.04,
cluster_13908994425_13908994429_13908994430,0.00017510984582827047,164.5,116,232,2.62,1.99,
1177212096,0.00018662282504218488,228.0,116,131,2.51,1.72,
cluster_10281958922_663940594,0.00019901738115904306,228.5,116,136,2.96,1.58,
13300645527,5.8595675304633696e-05,110.5,148,180,2.26,1.63,
cluster_1177212073_13300645524_664471560,0.00013414391658935341,108.0,180,148,2.2,3.68,
cluster_13908994425_13908994429_13908994430,0.00023362429438730618,164.0,190,232,1.84,2.48,
cluster_13908994425_13908994429_13908994430,0.00026046809552974967,141.5,232,233,1.18,2.83,
cluster_13908994425_13908994429_13908994430,0.00023362429438730618,164.0,232,190,1.84,2.48,
cluster_13908994425_13908994429_13908994430,0.00017510984582827047,164.5,232,116,2.62,1.99,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00012100885515726135,256.0,317,428,1.21,2.81,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00012100885515726135,265.5,317,308,2.03,2.22,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0003346992102240964,198.0,332,281,1.15,2.51,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00030831216622467073,206.0,332,140,1.9,2.35,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002527868846278348,206.5,332,94,2.72,1.84,
1177161549,6.846807797006852e-05,273.0,439,103,2.96,2.72,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,8.411902004851337e-05,231.0,89,126,1.65,3.36,
13300645527,5.8595675304633696e-05,129.0,148,165,0.98,2.98,
1177212096,7.61725771364e-05,123.0,180,165,1.68,1.51,
13300645527,3.7459916734500704e-05,141.0,180,105,1.48,0.62,
cluster_13908994425_13908994429_13908994430,0.00010779522657351412,141.0,180,13,1.98,0.88,
cluster_1177211353_1177211711,9.864044775607846e-05,236.0,174,335,1.89,1.75,
1189036615,0.0001385802285839175,266.5,290,124,2.42,2.45,
cluster_1177211353_1177211711,9.864044775607846e-05,238.0,335,174,1.89,1.75,
cluster_664446535_8507351665_8507351666,8.379574763301712e-05,236.0,393,359,0.96,1.81,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00012070741678265825,263.5,224,384,2.37,1.64,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00035943053417558386,230.0,248,332,1.82,2.7,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0003346992102240964,198.0,281,332,1.15,2.51,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00030831216622467073,201.0,281,140,1.08,3.77,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.0002527868846278348,201.5,281,94,2.08,2.74,
cluster_664446535_8507351665_8507351666,0.00022437640512360047,210.0,352,204,1.36,1.08,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00012070741678265825,263.5,384,224,2.37,1.64,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.0002745497812317496,274.5,400,415,1.32,2.47,
cluster_13298747750_13298747754_7007141699,6.244733695349133e-05,170.5,125,145,0.94,3.86,
cluster_664446535_8507351665_8507351666,9.695203924335271e-05,171.0,125,211,2.32,2.91,
cluster_10279761592_11942000229_11942000233_663943274,0.00020376593828250674,179.0,177,113,2.68,2.0,
1174832716,6.950382358891608e-05,276.5,417,316,1.79,2.61,
1189036584,5.955826761588288e-05,262.5,47,78,2.74,0.95,
1189036584,6.351864317378982e-05,262.5,78,47,2.36,1.8,
1177161154,9.00013357970915e-05,271.0,301,267,2.6,0.36,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00035943053417558386,230.0,332,248,1.82,2.7,
1174832699,2.691748725239007e-05,278.5,384,74,0.63,4.4,0.87
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00025418901515367035,264.0,45,74,1.44,2.82,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00025418901515367035,264.0,74,45,1.44,2.82,
cluster_13298747750_13298747754_7007141699,6.244733695349133e-05,170.5,145,125,0.94,3.86,
cluster_13298747750_13298747754_7007141699,6.244733695349133e-05,177.5,145,123,1.87,3.11,
cluster_664446535_8507351665_8507351666,9.695203924335271e-05,197.0,145,224,2.26,2.55,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,8.832204917797694e-05,228.0,145,363,,3.05,
1177161154,0.0001461879660931028,240.5,322,270,1.54,3.03,
cluster_1177161169_664472775,0.00021449916016624983,248.0,322,192,2.41,2.45,
1177161154,8.619033675301289e-05,280.5,322,267,2.29,2.44,
1177212096,7.61725771364e-05,123.0,165,180,1.68,1.51,
13300645527,5.8595675304633696e-05,129.0,165,148,0.98,2.98,
1177211785,9.785040141276107e-05,129.0,165,56,1.71,3.15,
1177212096,0.00017294025612623479,177.0,165,232,2.56,1.01,
cluster_664446535_8507351665_8507351666,8.379574763301712e-05,236.0,359,393,0.96,1.81,
cluster_664446535_8507351665_8507351666,0.00022338749838667622,198.5,298,204,2.34,1.37,
1177161371,2.321481439599044e-05,278.0,309,437,1.69,2.62,2.53
1174833124,1.6541993120241954e-05,260.0,15,434,2.53,1.44,
cluster_664446535_8507351665_8507351666,0.00022338749838667622,198.5,204,298,2.34,1.37,
cluster_664446535_8507351665_8507351666,0.00022437640512360047,210.0,204,352,1.36,1.08,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00023763085257858066,265.5,273,122,2.81,0.72,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.0002094084398640378,280.5,273,436,2.86,1.72,
1190128289,7.179156940082132e-05,255.0,426,373,1.9,1.11,
1174833124,1.6541993120241954e-05,260.0,434,15,2.53,1.44,
13300645526,0.00012635523039181002,135.0,37,30,1.51,1.51,
cluster_1177211304_1177211692,0.0003397023334361538,142.0,37,174,1.25,3.07,
cluster_1177211304_1177211692,0.0003397023334361538,144.0,37,169,2.1,2.56,
cluster_1177211304_1177211692,0.00034068362419707276,151.0,37,207,2.61,2.46,
1177212157,5.926545455183827e-05,218.5,37,326,2.2,3.0,
13300645526,0.00014582586227313455,255.5,37,326,1.53,2.28,
1177160864,0.00021050076044810528,235.5,382,391,1.46,1.69,
1177160864,0.00021050076044810528,235.5,391,382,1.46,1.69,
1177160864,0.00017561574695506226,236.5,391,250,1.29,3.48,
1177160864,0.00011343896312340532,250.0,391,376,2.29,3.04,
1177160864,0.00020468024166734675,255.0,391,390,2.38,1.9,
1176978389,6.766942879006044e-05,266.0,413,444,1.35,2.33,
1177161371,2.321481439599044e-05,276.5,437,309,1.69,2.62,2.53
1177161371,0.00010390955380863045,282.5,437,354,1.89,3.21,
1176978389,6.766942879006044e-05,266.0,444,413,1.35,2.33,
cluster_10917990606_663844223,0.00013007979982156994,247.5,339,388,1.36,3.15,
1177161371,0.00010390955380863045,282.5,354,437,1.89,3.21,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.000168783949938799,255.0,168,268,1.16,2.95,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.000168783949938799,256.5,168,235,2.16,2.18,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.000168783949938799,263.0,168,131,2.19,2.94,
1177161631,8.873386554343146e-05,269.0,168,425,1.16,3.0,
1177161631,8.873386554343146e-05,269.0,425,168,1.16,3.0,
cluster_10279761592_11942000229_11942000233_663943274,0.00035127761033635913,219.0,256,215,2.07,2.37,
cluster_10279761592_11942000229_11942000233_663943274,0.0003230845536868772,219.5,256,184,2.47,2.1,
cluster_10279761592_11942000229_11942000233_663943274,0.00028326890362448664,220.0,256,177,2.92,1.82,
1186025330,4.502537626849378e-05,283.5,458,472,2.1,3.22,
1174832699,2.691748725239007e-05,277.5,74,384,0.63,4.4,0.87
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00023037358406671554,264.5,436,235,2.7,1.0,
13300645527,3.6643589558243934e-05,141.5,157,207,1.22,1.24,
cluster_1177211304_1177211692,0.00024085904796596598,152.0,157,151,2.09,2.08,
cluster_1177211304_1177211692,0.0002724342219104952,152.0,157,169,2.52,2.23,
cluster_1177211838_13300645525_13300645528,0.00011247866162402801,253.0,373,282,1.16,3.77,
1177160691,2.4279401522909823e-05,285.5,441,139,2.19,0.54,2.9
cluster_10279701142_664471710,0.0001001334803097137,247.0,288,299,0.25,3.27,
cluster_10279701142_664471710,0.00018116116567117475,236.0,299,311,1.41,2.26,
cluster_10279701142_664471710,0.0002850672191742983,236.5,299,301,2.07,2.09,
cluster_10279701142_664471710,0.00032133444892791345,236.5,299,309,1.4,2.26,
cluster_10279701142_664471710,0.00025433641728384645,240.0,299,308,2.68,1.88,
cluster_10279701142_664471710,0.00022088369270012982,247.5,299,405,2.71,1.56,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00015914495777807843,265.0,308,428,1.4,2.71,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00012100885515726135,265.5,308,317,2.03,2.22,
cluster_10279701142_664471710,0.00018116116567117475,236.0,311,299,1.41,2.26,
1177160691,6.631194717834506e-05,285.5,441,471,2.53,3.48,
1177160691,6.631194717834506e-05,285.5,471,441,2.53,3.48,
cluster_10279701142_664471710,0.0001001334803097137,250.0,299,288,0.25,3.27,
